student_id,campus,class_year,course_name,training_format,pre_test_score,post_test_score,completion_status,completion_time_days,satisfaction_score,assessment_attempts,training_hours,enrollment_date,completion_date
60025,Meridian Main Campus,M2,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,62.2,,Not Started,,,0,0.0,2025-01-25,
60025,Meridian Main Campus,M2,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,54.1,,In Progress,,2.4,2,2.9,2025-10-25,
60025,Meridian Main Campus,M2,Trauma-Informed Care & Communication,Digital Workbook,34.2,,In Progress,,2.7,1,2.5,2025-06-06,
60025,Meridian Main Campus,M2,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,45.9,59.6,Completed,2,4.2,2,1.1,2025-02-18,2025-02-20
60025,Meridian Main Campus,M2,Empathic Communication Quick Course,Gamified Microlearning,41.9,50.1,Completed,4,4.3,2,1.6,2025-07-20,2025-07-24
60025,Meridian Main Campus,M2,Intro to Cognitive Behavioral Therapy for Primary Care,Teacher-Led Virtual,46.8,56.8,Completed,11,4.2,3,2.8,2025-09-13,2025-09-24
60025,Meridian Main Campus,M2,Physician Wellness & Burnout Prevention,Teacher-Led Virtual,42.7,,In Progress,,3.3,3,1.9,2025-08-05,
60026,Riverside Teaching Hospital,M3,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,41.6,48.4,Completed,14,3.4,3,5.6,2025-10-21,2025-11-04
60026,Riverside Teaching Hospital,M3,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,50.8,56.2,Completed,9,2.8,3,6.9,2025-08-01,2025-08-10
60026,Riverside Teaching Hospital,M3,Trauma-Informed Care & Communication,Digital Workbook,44.7,,Not Started,,,0,0.0,2025-04-29,
60026,Riverside Teaching Hospital,M3,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,37.3,51.0,Completed,2,4.4,3,1.0,2025-05-04,2025-05-06
60026,Riverside Teaching Hospital,M3,Empathic Communication Quick Course,Gamified Microlearning,53.4,67.1,Completed,8,3.9,2,1.9,2025-09-04,2025-09-12
60026,Riverside Teaching Hospital,M3,Peer Mentorship & Clinical Team Communication,Blended,47.1,56.5,Completed,23,4.3,3,7.7,2025-04-24,2025-05-17
60026,Riverside Teaching Hospital,M3,Motivational Interviewing Workshop,Blended,50.3,55.9,Completed,4,4.6,1,2.2,2025-04-20,2025-04-24
60027,Meridian Main Campus,M3,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,55.1,,Not Started,,,0,0.0,2025-07-12,
60027,Meridian Main Campus,M3,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,43.7,50.7,Completed,17,3.0,2,6.5,2025-11-18,2025-12-05
60027,Meridian Main Campus,M3,Trauma-Informed Care & Communication,Digital Workbook,69.6,80.8,Completed,19,3.2,2,5.4,2025-03-09,2025-03-28
60027,Meridian Main Campus,M3,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,48.3,66.1,Completed,4,4.3,1,0.9,2025-05-18,2025-05-22
60027,Meridian Main Campus,M3,Empathic Communication Quick Course,Gamified Microlearning,46.5,65.6,Completed,4,4.7,1,1.5,2025-05-19,2025-05-23
60027,Meridian Main Campus,M3,Motivational Interviewing Workshop,Blended,61.2,82.4,Completed,7,4.3,1,2.7,2025-07-10,2025-07-17
60027,Meridian Main Campus,M3,Understanding Implicit Bias in Clinical Decision-Making,Digital Workbook,62.5,79.1,Completed,8,3.9,3,3.3,2025-07-22,2025-07-30
60027,Meridian Main Campus,M3,Peer Mentorship & Clinical Team Communication,Blended,56.5,71.4,Completed,23,4.1,2,5.7,2025-10-06,2025-10-29
60028,Meridian Main Campus,M3,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,74.4,,Dropped,,1.6,2,2.3,2025-10-10,
60028,Meridian Main Campus,M3,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,65.5,,In Progress,,2.6,1,2.8,2025-06-20,
60028,Meridian Main Campus,M3,Trauma-Informed Care & Communication,Digital Workbook,55.7,,In Progress,,2.5,1,2.7,2025-06-19,
60028,Meridian Main Campus,M3,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,50.6,74.6,Completed,3,4.7,1,1.0,2025-04-04,2025-04-07
60028,Meridian Main Campus,M3,Empathic Communication Quick Course,Gamified Microlearning,52.4,79.1,Completed,5,4.9,1,1.5,2025-07-08,2025-07-13
60028,Meridian Main Campus,M3,Intro to Cognitive Behavioral Therapy for Primary Care,Teacher-Led Virtual,63.3,93.0,Completed,14,4.0,1,3.7,2025-06-17,2025-07-01
60029,Riverside Teaching Hospital,M2,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,65.0,73.1,Completed,17,2.7,2,7.0,2025-08-22,2025-09-08
60029,Riverside Teaching Hospital,M2,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,66.5,,Dropped,,2.1,1,1.3,2025-01-18,
60029,Riverside Teaching Hospital,M2,Trauma-Informed Care & Communication,Digital Workbook,58.7,70.3,Completed,15,3.3,2,4.6,2025-08-26,2025-09-10
60029,Riverside Teaching Hospital,M2,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,61.4,70.5,Completed,1,4.6,2,1.1,2025-08-21,2025-08-22
60029,Riverside Teaching Hospital,M2,Empathic Communication Quick Course,Gamified Microlearning,66.8,84.4,Completed,4,4.7,1,1.4,2025-01-09,2025-01-13
60029,Riverside Teaching Hospital,M2,Peer Mentorship & Clinical Team Communication,Blended,74.6,100.0,Completed,11,3.8,2,5.8,2025-04-04,2025-04-15
60029,Riverside Teaching Hospital,M2,Understanding Implicit Bias in Clinical Decision-Making,Digital Workbook,59.9,77.0,Completed,11,3.7,1,2.7,2025-07-29,2025-08-09
60030,Lakeside Medical Center,M3,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,69.0,,In Progress,,2.5,2,1.6,2025-01-15,
60030,Lakeside Medical Center,M3,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,40.4,38.9,Completed,22,2.7,2,5.5,2025-09-02,2025-09-24
60030,Lakeside Medical Center,M3,Trauma-Informed Care & Communication,Digital Workbook,50.3,46.1,Completed,19,3.0,2,4.6,2025-09-06,2025-09-25
60030,Lakeside Medical Center,M3,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,49.3,63.0,Completed,4,4.2,2,1.2,2025-08-10,2025-08-14
60030,Lakeside Medical Center,M3,Empathic Communication Quick Course,Gamified Microlearning,66.0,83.1,Completed,5,4.3,2,1.5,2025-05-19,2025-05-24
60030,Lakeside Medical Center,M3,Motivational Interviewing Workshop,Blended,37.0,61.7,Completed,8,3.9,2,2.9,2025-08-22,2025-08-30
60030,Lakeside Medical Center,M3,Peer Mentorship & Clinical Team Communication,Blended,52.1,68.5,Completed,16,4.2,2,7.6,2025-04-04,2025-04-20
60031,Lakeside Medical Center,M3,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,45.6,47.3,Completed,14,2.7,3,7.3,2025-05-18,2025-06-01
60031,Lakeside Medical Center,M3,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,55.4,65.2,Completed,30,3.2,2,6.4,2025-10-30,2025-11-29
60031,Lakeside Medical Center,M3,Trauma-Informed Care & Communication,Digital Workbook,58.3,67.8,Completed,18,3.1,3,3.9,2025-08-24,2025-09-11
60031,Lakeside Medical Center,M3,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,44.7,69.7,Completed,2,4.1,1,0.9,2025-07-25,2025-07-27
60031,Lakeside Medical Center,M3,Empathic Communication Quick Course,Gamified Microlearning,76.8,90.4,Completed,3,4.7,1,1.6,2025-05-23,2025-05-26
60031,Lakeside Medical Center,M3,Motivational Interviewing Workshop,Blended,74.2,91.7,Completed,9,3.4,1,2.9,2025-09-26,2025-10-05
60031,Lakeside Medical Center,M3,Physician Wellness & Burnout Prevention,Teacher-Led Virtual,67.0,84.6,Completed,18,3.8,2,3.7,2025-02-28,2025-03-18
60031,Lakeside Medical Center,M3,Intro to Cognitive Behavioral Therapy for Primary Care,Teacher-Led Virtual,67.7,87.8,Completed,12,4.1,2,3.1,2025-03-05,2025-03-17
60032,Riverside Teaching Hospital,M3,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,39.9,36.0,Completed,23,3.2,2,6.0,2025-05-02,2025-05-25
60032,Riverside Teaching Hospital,M3,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,35.4,35.7,Completed,19,3.9,3,6.4,2025-04-05,2025-04-24
60032,Riverside Teaching Hospital,M3,Trauma-Informed Care & Communication,Digital Workbook,24.5,,Dropped,,1.8,3,1.3,2025-10-27,
60032,Riverside Teaching Hospital,M3,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,48.3,54.2,Completed,1,4.7,3,0.9,2025-11-18,2025-11-19
60032,Riverside Teaching Hospital,M3,Empathic Communication Quick Course,Gamified Microlearning,48.9,55.2,Completed,3,4.6,1,1.5,2025-01-22,2025-01-25
60032,Riverside Teaching Hospital,M3,Physician Wellness & Burnout Prevention,Teacher-Led Virtual,23.1,20.8,Completed,20,3.7,3,4.2,2025-08-29,2025-09-18
60032,Riverside Teaching Hospital,M3,Peer Mentorship & Clinical Team Communication,Blended,20.0,29.8,Completed,15,4.1,2,7.1,2025-06-26,2025-07-11
60033,Meridian Main Campus,M3,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,67.6,71.1,Completed,10,3.4,2,7.1,2025-02-20,2025-03-02
60033,Meridian Main Campus,M3,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,54.0,55.7,Completed,17,3.1,2,4.9,2025-04-01,2025-04-18
60033,Meridian Main Campus,M3,Trauma-Informed Care & Communication,Digital Workbook,41.8,,Not Started,,,0,0.0,2025-10-29,
60033,Meridian Main Campus,M3,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,68.8,85.6,Completed,5,5.0,1,1.2,2025-01-23,2025-01-28
60033,Meridian Main Campus,M3,Empathic Communication Quick Course,Gamified Microlearning,80.1,90.0,Completed,7,4.2,2,1.6,2025-06-01,2025-06-08
60033,Meridian Main Campus,M3,Peer Mentorship & Clinical Team Communication,Blended,60.6,,In Progress,,3.9,1,3.7,2025-06-25,
60033,Meridian Main Campus,M3,Intro to Cognitive Behavioral Therapy for Primary Care,Teacher-Led Virtual,72.1,,In Progress,,3.4,1,1.6,2025-03-30,
60033,Meridian Main Campus,M3,Understanding Implicit Bias in Clinical Decision-Making,Digital Workbook,67.5,,Not Started,,,0,0.0,2025-06-29,
60034,Lakeside Medical Center,M1,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,63.6,69.4,Completed,25,3.5,3,7.2,2025-10-21,2025-11-15
60034,Lakeside Medical Center,M1,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,61.3,70.3,Completed,16,3.4,1,6.1,2025-06-05,2025-06-21
60034,Lakeside Medical Center,M1,Trauma-Informed Care & Communication,Digital Workbook,56.2,62.6,Completed,23,2.4,2,5.2,2025-08-06,2025-08-29
60034,Lakeside Medical Center,M1,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,69.0,78.7,Completed,4,4.5,1,0.9,2025-10-23,2025-10-27
60034,Lakeside Medical Center,M1,Empathic Communication Quick Course,Gamified Microlearning,68.2,92.0,Completed,5,4.3,1,1.4,2025-06-13,2025-06-18
60034,Lakeside Medical Center,M1,Understanding Implicit Bias in Clinical Decision-Making,Digital Workbook,58.0,68.1,Completed,8,3.3,2,3.2,2025-06-13,2025-06-21
60034,Lakeside Medical Center,M1,Motivational Interviewing Workshop,Blended,65.1,82.4,Completed,7,3.9,2,2.3,2025-10-03,2025-10-10
60035,Meridian Main Campus,M3,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,53.8,63.4,Completed,12,3.3,2,5.4,2025-01-08,2025-01-20
60035,Meridian Main Campus,M3,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,61.0,,In Progress,,2.7,2,2.1,2025-06-10,
60035,Meridian Main Campus,M3,Trauma-Informed Care & Communication,Digital Workbook,78.3,87.1,Completed,5,3.2,1,5.8,2025-02-18,2025-02-23
60035,Meridian Main Campus,M3,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,74.6,96.6,Completed,3,4.4,1,1.2,2025-03-05,2025-03-08
60035,Meridian Main Campus,M3,Empathic Communication Quick Course,Gamified Microlearning,47.6,70.0,Completed,5,4.6,1,1.6,2025-02-19,2025-02-24
60035,Meridian Main Campus,M3,Physician Wellness & Burnout Prevention,Teacher-Led Virtual,62.9,83.6,Completed,20,4.0,2,4.0,2025-07-14,2025-08-03
60035,Meridian Main Campus,M3,Intro to Cognitive Behavioral Therapy for Primary Care,Teacher-Led Virtual,42.7,63.5,Completed,9,4.4,1,3.6,2025-11-08,2025-11-17
60036,Meridian Main Campus,M4,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,61.7,,In Progress,,2.7,2,3.2,2025-04-27,
60036,Meridian Main Campus,M4,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,44.4,47.4,Completed,10,3.2,1,6.0,2025-08-08,2025-08-18
60036,Meridian Main Campus,M4,Trauma-Informed Care & Communication,Digital Workbook,53.5,,Not Started,,,0,0.0,2025-05-08,
60036,Meridian Main Campus,M4,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,53.4,65.7,Completed,3,5.0,1,1.2,2025-04-14,2025-04-17
60036,Meridian Main Campus,M4,Empathic Communication Quick Course,Gamified Microlearning,48.5,55.7,Completed,4,4.3,1,1.5,2025-02-12,2025-02-16
60036,Meridian Main Campus,M4,Understanding Implicit Bias in Clinical Decision-Making,Digital Workbook,55.1,72.7,Completed,10,4.1,2,3.4,2025-05-13,2025-05-23
60036,Meridian Main Campus,M4,Peer Mentorship & Clinical Team Communication,Blended,57.0,73.9,Completed,18,3.3,1,6.6,2025-11-04,2025-11-22
60037,Lakeside Medical Center,M4,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,63.6,,In Progress,,3.2,1,3.7,2025-03-19,
60037,Lakeside Medical Center,M4,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,75.4,79.8,Completed,14,2.9,2,6.0,2025-05-21,2025-06-04
60037,Lakeside Medical Center,M4,Trauma-Informed Care & Communication,Digital Workbook,43.6,45.5,Completed,20,3.2,1,4.7,2025-09-05,2025-09-25
60037,Lakeside Medical Center,M4,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,65.4,87.9,Completed,1,4.4,2,1.0,2025-08-25,2025-08-26
60037,Lakeside Medical Center,M4,Empathic Communication Quick Course,Gamified Microlearning,64.7,85.9,Completed,4,4.6,2,1.8,2025-01-10,2025-01-14
60037,Lakeside Medical Center,M4,Physician Wellness & Burnout Prevention,Teacher-Led Virtual,65.5,80.5,Completed,14,3.7,2,3.6,2025-03-29,2025-04-12
60037,Lakeside Medical Center,M4,Understanding Implicit Bias in Clinical Decision-Making,Digital Workbook,50.3,71.3,Completed,11,3.6,1,3.2,2025-06-27,2025-07-08
60038,Meridian Main Campus,M2,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,54.3,55.6,Completed,30,3.1,1,7.0,2025-05-31,2025-06-30
60038,Meridian Main Campus,M2,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,58.6,,Not Started,,,0,0.0,2025-07-10,
60038,Meridian Main Campus,M2,Trauma-Informed Care & Communication,Digital Workbook,64.6,76.2,Completed,21,2.8,2,4.0,2025-09-24,2025-10-15
60038,Meridian Main Campus,M2,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,52.8,62.7,Completed,2,4.4,1,1.2,2025-06-09,2025-06-11
60038,Meridian Main Campus,M2,Empathic Communication Quick Course,Gamified Microlearning,57.1,76.1,Completed,3,4.4,1,1.7,2025-01-22,2025-01-25
60038,Meridian Main Campus,M2,Understanding Implicit Bias in Clinical Decision-Making,Digital Workbook,68.5,86.2,Completed,7,4.6,1,3.7,2025-09-17,2025-09-24
60039,Lakeside Medical Center,M3,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,73.8,,Not Started,,,0,0.0,2025-07-02,
60039,Lakeside Medical Center,M3,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,82.2,,Not Started,,,0,0.0,2025-11-16,
60039,Lakeside Medical Center,M3,Trauma-Informed Care & Communication,Digital Workbook,73.2,,In Progress,,2.5,1,2.8,2025-11-11,
60039,Lakeside Medical Center,M3,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,79.1,100.0,Completed,3,3.5,2,1.2,2025-05-21,2025-05-24
60039,Lakeside Medical Center,M3,Empathic Communication Quick Course,Gamified Microlearning,76.2,100.0,Completed,5,5.0,1,1.7,2025-09-22,2025-09-27
60039,Lakeside Medical Center,M3,Intro to Cognitive Behavioral Therapy for Primary Care,Teacher-Led Virtual,58.2,78.5,Completed,2,4.2,1,3.1,2025-10-05,2025-10-07
60039,Lakeside Medical Center,M3,Understanding Implicit Bias in Clinical Decision-Making,Digital Workbook,70.4,86.6,Completed,6,3.7,2,3.0,2025-01-08,2025-01-14
60039,Lakeside Medical Center,M3,Physician Wellness & Burnout Prevention,Teacher-Led Virtual,85.3,100.0,Completed,14,4.2,1,3.5,2025-07-12,2025-07-26
60040,Meridian Main Campus,M4,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,45.8,35.7,Completed,24,3.2,1,7.7,2025-08-22,2025-09-15
60040,Meridian Main Campus,M4,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,60.4,,In Progress,,3.5,2,1.6,2025-06-16,
60040,Meridian Main Campus,M4,Trauma-Informed Care & Communication,Digital Workbook,67.4,,In Progress,,2.2,2,1.4,2025-11-16,
60040,Meridian Main Campus,M4,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,54.4,66.8,Completed,4,4.7,1,0.9,2025-07-13,2025-07-17
60040,Meridian Main Campus,M4,Empathic Communication Quick Course,Gamified Microlearning,62.0,83.7,Completed,5,4.3,1,1.5,2025-06-08,2025-06-13
60040,Meridian Main Campus,M4,Peer Mentorship & Clinical Team Communication,Blended,71.1,88.7,Completed,21,4.1,3,6.5,2025-05-17,2025-06-07
60040,Meridian Main Campus,M4,Motivational Interviewing Workshop,Blended,81.1,100.0,Completed,4,5.0,1,2.5,2025-04-24,2025-04-28
60041,Meridian Main Campus,M2,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,76.9,,Not Started,,,0,0.0,2025-05-20,
60041,Meridian Main Campus,M2,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,64.6,71.8,Completed,8,3.0,3,5.4,2025-10-26,2025-11-03
60041,Meridian Main Campus,M2,Trauma-Informed Care & Communication,Digital Workbook,78.7,87.6,Completed,16,3.1,1,3.9,2025-10-15,2025-10-31
60041,Meridian Main Campus,M2,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,62.7,80.6,Completed,1,4.7,1,1.0,2025-07-20,2025-07-21
60041,Meridian Main Campus,M2,Empathic Communication Quick Course,Gamified Microlearning,60.6,76.2,Completed,4,4.6,1,1.5,2025-04-27,2025-05-01
60041,Meridian Main Campus,M2,Understanding Implicit Bias in Clinical Decision-Making,Digital Workbook,71.8,98.0,Completed,5,3.7,1,3.5,2025-06-08,2025-06-13
60041,Meridian Main Campus,M2,Intro to Cognitive Behavioral Therapy for Primary Care,Teacher-Led Virtual,68.6,84.9,Completed,4,3.9,3,3.1,2025-04-01,2025-04-05
60042,University Health Partners,M4,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,55.8,58.8,Completed,31,3.2,1,7.7,2025-02-22,2025-03-25
60042,University Health Partners,M4,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,55.3,,Not Started,,,0,0.0,2025-04-19,
60042,University Health Partners,M4,Trauma-Informed Care & Communication,Digital Workbook,47.3,65.1,Completed,7,3.0,1,3.9,2025-07-14,2025-07-21
60042,University Health Partners,M4,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,55.5,68.6,Completed,5,5.0,1,1.3,2025-06-01,2025-06-06
60042,University Health Partners,M4,Empathic Communication Quick Course,Gamified Microlearning,45.7,54.8,Completed,8,4.8,2,1.7,2025-01-06,2025-01-14
60042,University Health Partners,M4,Intro to Cognitive Behavioral Therapy for Primary Care,Teacher-Led Virtual,57.8,,Dropped,,2.8,2,0.6,2025-08-14,
